|------
|KODIKOS_OUSIAS|ONOMA_OUSIAS|ARITHMOS_ASTHENON|ARITHMOS_FARMAKON
|DO-11126|Thymi Herba Extractum Siccum (6 – 10 : 1), Extract|0|1
|DO-10509|Sodium, Hydrogen Carbonate|0|4
|DO-06797|Lachesis Mutus Dil. D8, Echinacea Mother Tincture,|0|1
|DO-00871|Apis Mellifica D10, Hydrargyrum Biiodatum D12, Lac|0|1
|DO-08345|Nifuroxazide|0|9
|DO-03047|Cidofovir|0|12
|DO-01636|Bendamustine Hydrochloride|0|142
|DO-07728|Mentha Piperita, Thymus Vulgaris, Citrus Limon|0|1
|DO-00256|Aconitum Napellus D10, Strychnos Nux-Vomica D10, R|0|1
|DO-11903|Weed And Shrub Pollen Mixture|0|1
|DO-04964|Ethacridine Lactate|0|4
|DO-11286|Tolbutamide Bp|0|3
|DO-04397|Dry Extract From Ivy Leaf (6,0-7,0:1), Extraction |0|1
|DO-01853|Betamethasone, Clotrimazole|0|1
|DO-10669|Sterilised Water For Injections|0|6
|DO-06957|Levocarnitine Tartrate|0|3
|DO-01031|Arginine Hydrochloride, Lysine Hydrochloride|0|4
|DO-08505|Olmesartan Medoxomil, Amlodipine, Hydrochlorothiaz|0|98
|DO-03207|Clesrovimab|0|4
|DO-01796|Bertholletia Excelsa|0|1
|DO-06126|Honey, Liquid Sugar, Glycerol Ph Eur|0|2
|DO-07888|Methadone Hydrochloride Ph. Eur.|0|4
|DO-02464|Candida Albicans Extractum Cellulae (Lyophil., Ste|0|1
|DO-09820|Rhamnus Purshiana Dc. Dry Extract, Rhamnus Frangul|0|1
|DO-00416|Allergen Extract From Phleum Pratense Pollen, Glut|0|1
|DO-05124|Extract (1:56) Of Rosemary Leaves, Lovage Root And|0|4
|DO-11446|Troxerutin, Liquid Extract Of Horse Chestnut Seeds|0|1
|DO-04557|Dry Extract Of Thyme (7-13:1), Extraction Solvent:|0|9
|DO-02013|Boric Acid, Phenol, Resorcinol|0|1
|DO-08586|Oxetorone Fumarate|0|1
|DO-10829|Suxamethonium Chloride - Bp|0|1
|DO-07117|Ligustrum Vulgare L., Olea Europaea L., Fraxinus E|0|16
|DO-01191|Artichoke Leaf Dry Extract (5.8-7.5:1), Extraction|0|1
|DO-03367|Cola Dil. D2, Camphora D3, Crataegus Mother Tinctu|0|1
|DO-06286|Hydrocortisone Sodium Succinate|0|24
|DO-02624|Causticum Hahnemanni D30, Ferrum Phosphoricum D8, |0|1
|DO-09980|Saccharomyces Cerevisiae (Desm.) Meyen, Whole|0|4
|DO-03746|Dantron, Poloxamer 188|0|2
|DO-05539|Fresh Hawthorn Berries Tincture (1:3.5)|0|2
|DO-00576|Alverine Citrate|0|12
|DO-05284|Ferrum Metallicum Dil. D7, Quarz Dil. D19 Aquos., |0|1
|DO-09363|Pranoprofen|0|1
|DO-04717|Eltrombopag Olamine|0|23
|DO-02173|Cabotegravir|0|16
|DO-08746|Paraffin, Light Liquid, Paraffin White Soft|0|3
|DO-07277|Loperamide Hydrochloride Bp|0|1
|DO-03527|Cow Epithelia|0|2
|DO-06446|Ignatia Dil. D5, Acidum Phosphoricum D4, Sepia Off|0|1
|DO-02784|Chamomilla Recutita D12|0|1
|DO-10140|Sennae Folium|0|21
|DO-03906|Dexchlorpheniramine Maleate|0|10
|DO-05699|Germanium (68ge) Chloride|0|28
|DO-05444|Fluticasone Propionate, Formoterol Fumarate Dihydr|0|2
|DO-09523|Prulifloxacin|0|7
|DO-02333|Calcium Levofolinate Pentahydrate|0|2
|DO-08906|Peru Balsam, Camphor, Eucalyptus Oil, Rosemary Oil|0|1
|DO-08057|Mometasone Furoate Anhydrous|0|13
|DO-01348|Atorvastatin Calcium, Ezetimibe|0|22
|DO-07440|Magnesium Chloride Hexahydrate, Potassium Chloride|0|2
|DO-06606|Isocarboxazid|0|2
|DO-02944|Chloroquine|0|1
|DO-11615|Valine, Alanine, Arginine, Histidine, Isoleucine, |0|8
|DO-10300|Sodium Ascorbate, Dried Ferrous Sulfate|0|1
|DO-04066|Dimethyl-4-Toluidine|0|1
|DO-05859|Glycyrrhiza Glabra L. Radix, Zingiber Officinale R|0|1
|DO-10998|Tetanus Toxoid|0|2
|DO-09683|Rabies Virus (Inactivated) Strain Flury Lep|0|16
|DO-10381|Sodium Ferric Gluconate Complex, Calcium Folinate |0|1
|DO-09066|Phytolacca Americana Trit D 4, Atropa Bella-Donna |0|1
|DO-08217|Natrium Phosphoricum D12|0|1
|DO-07600|Matricaria Liquid Extract|0|1
|DO-10538|Soft Extract Of Matricaria Recutita (2.7-5.5:1), E|0|3
|DO-06826|Lactobacillus Lb|0|3
|DO-00900|Apis Mellifica Dil. D4, Kalmia Latifolia Dil. D 2,|0|1
|DO-08374|Nitrofurantoin Bp|0|2
|DO-03076|Cimicifuga Racemosa Dil. D 2, Cyclamen Purpurascen|0|1
|DO-01665|Benzalkonium Chloride, Chlorhexidine Gluconate|0|2
|DO-07757|Menthol, Camphor, Cinnamomum Camphora Bark Oil, Ca|0|2
|DO-00285|Adapalene, Anhydrous Benzoyl Peroxide|0|7
|DO-11932|Yttrium (90y) Citrate|0|10
|DO-04993|Ethanol, Chlorhexidine Digluconate (20% Solution)|0|1
|DO-11315|Toxicodendron Quercifolium E Foliis Ferm 33d Ø (Ha|0|1
|DO-04426|Dry Extract From Rhodiola Rosea Root (1,5–5:1), Ex|0|12
|DO-01882|Betula, Aluminium Hydroxide|0|1
|DO-10698|Strophanthus Gratus D4|0|2
|DO-06986|Levomenthol, Camphor, Capsicum Oleoresin, Methyl S|0|1
|DO-01060|Arnica Montana D6, Viscum Album D6, Naja Naja D10,|0|1
|DO-03236|Clodronate Disodium, Lidocaine Hydrochloride|0|9
|DO-01825|Betamethasone Dipropionate, Gentamicin Sulfate|0|7
|DO-06155|Human Coagulation Factor Viii|0|90
|DO-07917|Methyldopa|0|28
|DO-02493|Capsicum Oleoresin, Methyl Salicylate Ph. Eur., Me|0|1
|DO-09849|Rhus Toxicodendron D6|0|3
|DO-00445|Allium Cepa Ferm 34a Ø, Barium Citricum Dil. D10 A|0|1
|DO-05153|Extract Of Fresh Birch Mistletoe Herb|0|2
|DO-09232|Polymyxin B, Oxytetracycline|0|4
|DO-11475|Tyrothricin, Benzocaine|0|2
|DO-04586|Dryopteris Filix-Mas, Folium Rec., Ethanol. Digest|0|2
|DO-02042|Brimonidine Tartrate|0|153
|DO-08615|Oxytetracycline, Hydrocortisone Ph. Eur.|0|1
|DO-10858|Tagraxofusp|0|4
|DO-07146|Liquid Extract (1:1) Of Chamomile Flower, Extracti|0|2
|DO-03396|Colecalciferol, Calcium Pidolate|0|1
|DO-06315|Hydroxocobalamin Chloride|0|8
|DO-02653|Cefepime Hydrochloride|0|3
|DO-10009|Salicylic Acid Bp|0|1
|DO-03775|Daunorubicin Hydrochloride|0|18
|DO-05568|Furosemide, Anhydrous Amiloride Hydrochloride|0|2
|DO-00605|Ambra Grisea Trit. D 4, Crocus Sativus Trit. D 3, |0|1
|DO-05313|Ferucarbotran|0|2
|DO-09392|Prednisolone, Salicylic Acid|0|10
|DO-04746|Enalapril Maleate, Lercanidipine Hydrochloride Hem|0|3
|DO-02202|Calcitriol|0|47
|DO-08775|Passiflora Herb Fluid Extract (Der 1:1, Extraction|0|3
|DO-07306|Luffa Operculata D5, Euphorbium D3, Schoenocaulon |0|1
|DO-07926|Methylphenidate Hydrochloride|0|293
|DO-03556|Crataegus Flower|0|1
|DO-07309|Luffa Operculata Dil. D4|0|1
|DO-06475|Indapamide, Perindopril Tosilate|0|19
|DO-02813|Chelidonium Majus D8, Cinchona Officinalis D6, Lyc|0|1
|DO-10169|Serenoa Repens Dil. D 1, Atropa Belladonna Dil. D3|0|1
|DO-03935|Dextromethorphan|0|11
|DO-05728|Ginseng Root Fluid Extract (1:1), Extracting Agent|0|1
|DO-05473|Follitropin Alfa, Lutropin Alfa|0|4
|DO-09552|Pseudomonas Aeruginosa Immunotype 1 Antigens, Pseu|0|1
|DO-02362|Calcium, Cholecalciferol Concentrate (Powder Form)|0|8
|DO-08935|Phenobarbital|0|43
|DO-00612|Ambroxol Acefyllinate|0|3
|DO-08086|Mrna Encoding Influenza A Virus, Subtype H1n1, Str|0|4
|DO-01377|Atropa Belladonna Dil. D4|0|1
|DO-07469|Magnesium Glycerophosphate|0|1
|DO-06635|Isopropyl Alcohol, Sodium Bituminosulfonate Light|0|1
|DO-02973|Chlorphenamine Maleate, Phenylephrine Bitartrate, |0|2
|DO-11644|Valine, Alanine, Arginine, Histidine, Isoleucine, |0|60
|DO-10329|Sodium Chloride, Glucose|0|39
|DO-04095|Diosmin, Micronized|0|24
|DO-05888|Graphites D6|0|1
|DO-11027|Tetracycline Hydrochloride, Chloramphenicol, Colis|0|1
|DO-09712|Rasagiline|0|187
|DO-10410|Sodium Hydrogen Carbonate, Magnesium Chloride Hexa|0|1
|DO-09095|Pini Aetheroleum, Essential Oil Of Turpentine Kind|0|1
|DO-00772|Anamirta Cocculus D3, Conium Maculatum D2, Ambra G|0|1
|DO-08246|Nebivolol, Ramipril|0|1
|DO-01537|Bacitracin, Hydrocortisone Butyrate, Tixocortol Pi|0|1
|DO-07629|Matrix M, Sars-Cov-2, Variant Omicron Jn.1, Spike |0|4
|DO-00157|Acidum Arsenicosum Dil. D4 Aquos. (Hab, Vs. 5b), A|0|1
|DO-11804|Viscum Album (Mali) E Planta Tota K Dil. Stärke H |0|1
|DO-04255|Doxapram|0|1
|DO-06048|Hepar Sulfuris Dil. D8, Graphites Dil. D8, Thuja O|0|1
|DO-11187|Timolol Maleate, Tafluprost|0|15
|DO-04298|Dronedarone Hydrochloride|0|2
|DO-10570|Solriamfetol|0|5
|DO-06858|Lanolin, Liquid Paraffin|0|1
|DO-00932|Apomorphinum Hydrochloricum Dil. D12, Anamirta Coc|0|1
|DO-08406|Nonivamide, Essential Oil Of Turpentine Kind &quot;pinu|0|1
|DO-03108|Cinchocaine Hydrochloride, Neomycin Sulfate, Tetra|0|1
|DO-01697|Benzethonium Chloride, Chlorhexidine Digluconate (|0|4
|DO-07789|Menthol, Zinc Oxide, Methyl Salicylate, Phenol, Li|0|1
|DO-00317|Aesculus Hippocastanum Dil. D6, Secale Cornutum Di|0|1
|DO-11964|Zinc Oxide Bp, Calamine Bp, Liquefied Phenol Bp, G|0|1
|DO-05025|Ethylene Glycol Dimethacrylate|0|1
|DO-11347|Tretinoin, Urea|0|5
|DO-04458|Dry Extract Of Agnus Castus Fruit (7-13: 1), Extra|0|9
|DO-01914|Betulae Folium, Sambuci Flos, Petroselinum Crispum|0|1
|DO-10730|Strychnos Nux-Vomica Dil. D4, Mandragora E Radice |0|1
|DO-07018|Levomenthol, Eucalyptus Oil|0|2
|DO-01092|Arnica Montana E Planta Tota Ferm 33c Dil. D2 (Hab|0|2
|DO-03268|Clotiazepam|0|5
|DO-06187|Hyaluronic Acid|0|1
|DO-02525|Carbidopa Monohydrate, Melevodopa Hydrochloride|0|1
|DO-09881|Rilmenidine|0|10
|DO-00477|Alogliptin|0|9
|DO-05185|Extractum Spissum Compositum Ex: Harpagophyti Radi|0|1
|DO-09264|Potassium Chloride Ph. Eur., Potassium Bicarbonate|0|1
|DO-11507|Urtica Dioica|0|3
|DO-04618|Echinacea Dil. D 1, Ferrum Phosphoricum Dil. D 6 A|0|1
|DO-02074|Brotizolam|0|12
|DO-08647|Panax Ginseng D4, Cimicifuga Racemosa D3, Sepia Of|0|1
|DO-10890|Taraxacum Officinale E Planta Tota Ferm 34c Dil. D|0|1
|DO-07178|Liquid Extract From Marshmallow Root (1:20), Extra|0|2
|DO-03428|Colocynthis D3, Betula Pendula D1, Pulsatilla D4, |0|1
|DO-06347|Hyoscyamus Niger, Herba Rh Ø, Onopordum Acanthium,|0|1
|DO-02685|Ceftobiprole Medocaril Sodium|0|15
|DO-10041|Sambucus Nigra Flower|0|5
|DO-03807|Demoxytocin|0|1
|DO-05600|Gallus Spp. (701)|0|3
|DO-05345|Flortaucipir (18f)|0|4
|DO-09424|Pressed Juice From Fresh Valerianae Radix (1 : 0.6|0|1
|DO-04778|Ephedrine Hydrochloride, Glaucine Hydrobromide|0|3
|DO-02234|Calcium Carbonicum Hahnemanni Dil D6, Calcium Carb|0|1
|DO-08807|Pegunigalsidase Alfa|0|4
|DO-07958|Metoprolol Tartrate, Hydrochlorothiazide|0|4
|DO-01249|Ascorbic Acid, Cetylpyridinium Chloride, Sodium As|0|2
|DO-03588|Cupressus Arizonica Whole|0|6
|DO-07341|Lycopodium Clavatum Dil. D20, Cholesterolum D3, Ch|0|1
|DO-06507|Inosine, Dimepranol Acedoben|0|1
|DO-02845|Chimaphila Umbellata Dil. D 2, Populus Tremuloides|0|1
|DO-10201|Siberian Ginseng Root|0|1
|DO-03967|Diamorphine|0|2
|DO-05760|Glucosamine Sulfate, Lidocaine Hydrochloride|0|1
|DO-09584|Pulsatilla Pratensis D4, Hydrargyrum Biiodatum D6,|0|1
|DO-02394|Calendula Officinalis E Floribus La 20% (Hab, Vs. |0|1
|DO-08967|Phentolamine Mesilate, Aviptadil|0|9
|DO-00644|Aminophylline Dihydrate|0|2
|DO-08118|Mycophenolate Mofetil Ph. Eur.|0|2
|DO-01409|Aurum Metallicum Dil. D12, Aurum Metallicum Dil. D|0|1
|DO-07501|Magnesium Phosphate, Dibasic Trihydrate, Magnesium|0|2
|DO-06667|Ixazomib Citrate|0|4
|DO-03005|Cholecalciferol Concentrate (Powder Form)|0|19
|DO-00029|4-(4-Hydroxy-4-Methylpentyl)cyclohex-3-Ene-1-Carba|0|1
|DO-11676|Valine, Alanine, Arginine, Isoleucine, Leucine, Me|0|1
|DO-04127|Diphtheria Toxoid, Tetanus Toxoid, Haemophilus Typ|0|1
|DO-05920|Guaifenesin, Glucose, Treacle|0|1
|DO-11059|Thiamine Hydrochloride, Acetylsalicylic Acid, Caff|0|1
|DO-09744|Refined And Standardized Dry Extract Of Milk Thist|0|7
|DO-10442|Sodium Iodide (131i)|0|55
|DO-09127|Pirenzepine Dihydrochloride Monohydrate|0|1
|DO-06730|Kalium Sulfuricum Trit. D4|0|1
|DO-00804|Anguilla Anguilla D6, Lespedeza Capitata D4, Ononi|0|1
|DO-08278|Neomycin Sulfate, Sulfathiazole|0|1
|DO-01569|Barosma Betulinum D8, Acidum Arsenicosum D28, Bapt|0|1
|DO-07661|Medulla Oblongata Suis D10, Medulla Oblongata Suis|0|1
|DO-00189|Acidum Hydrofluoricum Dil. D 15, Ephedra Distachya|0|1
|DO-11836|Viscum Album M C Arg, Herba Rec., Ferm. Aqu. Extr.|0|1
|DO-06080|Hepatitis A Virus (Inactivated ) Adsorbed On Alumi|0|1
|DO-04897|Erythromycin Ethylsuccinate Ph. Eur.|0|2
|DO-11219|Tincture From Hamamelis Leaf And Bark (Der 1:10), |0|1
|DO-04330|Dry Extract (4 – 6 : 1) Of Thyme And Primula Root |0|2
|DO-10602|Soya Oil, Avocado Oil|0|1
|DO-06890|Lavandulae Flos|0|5
|DO-00964|Aranea Diadema D6, Aranea Diadema D10, Aranea Diad|0|1
|DO-08438|Nux Vomica Mother Tincture, Eupatorium Perfoliatum|0|1
|DO-03140|Cinolazepam|0|6
|DO-01729|Benzoin Tincture, Capsicum Tincture Bpc, Cetylpyri|0|5
|DO-07821|Mercurius Solubilis Hahnemanni D8, Belladonna D4, |0|1
|DO-09753|Remimazolam|0|4
|DO-00349|Agnus Castus Fruit Dry Extract (10-16:1)|0|2
|DO-11996|Zincum Chloratum D6|0|1
|DO-05057|Eucalyptus Globulus Dil. D6, Atropa Bella-Donna D6|0|1
|DO-09136|Piroxicam Cinnamate|0|2
|DO-11379|Trifluoperazine Hydrochloride Bp|0|3
|DO-04490|Dry Extract Of Hedera Helix (5-7.5 : 1), Extractin|0|9
|DO-01946|Binetrakin, Interferon Alfa, Dimethyl Sulfoxide, M|0|1
|DO-10762|Sulfadiazine Silver, Cerium Nitrate|0|2
|DO-07050|Levothyroxine Sodium, Hydrate|0|11
|DO-01124|Arnica Trit. D2, Cimicifuga Trit. D2, Pulsatilla T|0|1
|DO-03300|Cobalt Gluconate, Zinc Gluconate, Nickel Gluconate|0|3
|DO-06219|Hydrastis Canadensis D4, Eupatorium Perfoliatum D5|0|1
|DO-02557|Carbon Dioxide|0|21
|DO-09913|Rocuronium Bromide|0|161
|DO-03679|Cynodon Dactylon (L.) Pers., Alnus Glutinosa L.|0|1
|DO-00509|Aluminium Chloride|0|1
|DO-05217|Fennel Fruit Bitter|0|3
|DO-09296|Potassium Chloride, Sodium Chloride, Glucose, Diso|0|7
|DO-11539|Valerian Root Dry Extract (5-6:1), Ethanol 70 %(V/|0|2
|DO-04650|Echinacea Mother Tincture, Phytolacca Americana Di|0|1
|DO-02106|Bryonia Trit. D 3, Ferrum Phosphoricum Trit D 2, B|0|1
|DO-08679|Pantothenate Sodium, Riboflavin Sodium Phosphate H|0|1
|DO-10922|Taurine, Glycine, Olive Oil, Refined, Soya-Bean Oi|0|1
|DO-07210|Liquid Extract Of Iceland Moss, Saponaria Officina|0|2
|DO-03460|Convallaria Majalis E Planta Tota Ferm 33c Dil. D2|0|1
|DO-06379|Hypericum Perforatum L. Dry Methanolic Extract (80|0|1
|DO-02717|Centella Asiatica Extract|0|4
|DO-10073|Schoenocaulon Officinale Dil. D3, Hydrastis Canade|0|1
|DO-03839|Desloratadine|0|293
|DO-05632|Gelsemium Sempervirens Dil. D 3, Crocus Sativus Di|0|1
|DO-05377|Flumazenil|0|68
|DO-09456|Prochlorperazine Maleate|0|20
|DO-04810|Epoetin Beta|0|4
|DO-08839|Penicillium Glabrum E Volumine Cellulae (Lyophil.,|0|1
|DO-07990|Midazolam Maleate|0|10
|DO-01281|Ascorbic Acid, Nicotinamide, Glucose Monohydrate|0|1
|DO-03620|Cuprum Sulfuricum Dil. D4 Aquos. (Hab, Vs. 5b), Eu|0|1
|DO-07373|Macrogol 400|0|1
|DO-06539|Interferon Beta-1a|0|8
|DO-02877|Chlorhexidine Acetate|0|8
|DO-10233|Silybum Marianum D12, Vipera Berus D12, Pulsatilla|0|1
|DO-03999|Diclofenac Sodium, Tribenoside, Escin|0|1
|DO-05792|Glycerol (86 Percent)|0|1
|DO-09616|Pyrantel|0|4
|DO-02426|Camphor, Racemic, Eucalyptus Oil, Thyme Oil, Thymo|0|1
|DO-08999|Phleum Pratense|0|3
|DO-00676|Amlodipine, Candesartan Cilexetil|0|26
|DO-08150|Naja Naja D8, Acidum Lacticum D4, Scrophularia Nod|0|1
|DO-01441|Aurum Metallicum Trit. D3, Myrrh, Olibanum|0|1
|DO-07533|Mahonia Aquifolium Mother Tincture|0|1
|DO-06699|Kalium Bromatum Trit. D6|0|1
|DO-03037|Cichorium Intybus E Planta Tota Ferm 33c Dil. D14 |0|2
|DO-00061|Absinthium Tincture, Belladonna Tincture, Valerian|0|1
|DO-11708|Valsartan, Rosuvastatin|0|15
|DO-04159|Dipyridamole, Acetylsalicylic Acid|0|6
|DO-05952|Haemophilus Influenzae Type B Polysaccharide (Poly|0|1
|DO-11091|Thick Extract Of Saw Palmetto Fruit (7.5-12.5: 1),|0|1
|DO-10474|Sodium Phosphate Dibasic Heptahydrate|0|1
|DO-06762|Kreosotum D3, Stibium Sulfuratum Aurantiacum D8, L|0|1
|DO-00836|Anisi Fructus, Marshmallow Root, Thyme, Plantagini|0|1
|DO-08310|Nettle Leaf Powder, Dry Extract Of Nettle Leaf (4-|0|1
|DO-07693|Melissa Leaf Soft Extract (2.3-3.0:1), Extraction |0|6
|DO-00221|Acidum Picrinicum Dil. D 10, Kalium Phosphoricum D|0|1
|DO-11868|Viscum Album Subsp. Austriacum, Der 1: 2, Extracti|0|1
|DO-04929|Esketamine Hydrochloride|0|29
|DO-11251|Tioconazole|0|19
|DO-04362|Dry Extract From Cimicifugae Rhizoma (6-11 : 1), E|0|1
|DO-10634|Standardised Dry Extract Of Frangula Bark (Der 5-7|0|1
|DO-06922|Lenalidomide|0|275
|DO-00996|Argentum Metallicum Dil. D7, Arnica Montana E Plan|0|1
|DO-08470|Octreotide Acetate|0|34
|DO-03172|Citronellae Aetheroleum 10 %|0|1
|DO-01761|Benzylpenicilloyl-Octa-L-Lysine|0|1
|DO-06091|Heptaminol Hydrochloride, Deanol Aceglumate|0|1
|DO-07853|Metamizole Sodium Monohydrate, Thiamine Nitrate, C|0|1
|DO-09785|Retinol Palmitate, Ascorbic Acid, Colecalciferol, |0|5
|DO-00381|Alendronate Sodium Trihydrate|0|100
|DO-12028|Zopiclone|0|157
|DO-05089|Euphrasia Dil. D 3, Pulsatilla D6, Apis Mellifica |0|1
|DO-09168|Plantago Lanceolata Pollen, Depigmented Polymerize|0|1
|DO-11411|Triticum Aestivum|0|23
|DO-04522|Dry Extract Of Motherwort Herb (5.6-13.2:1), Extra|0|1
|DO-01978|Bisoprolol Fumarate, Amlodipine|0|24
|DO-08551|Orthophenylphenol, 2-Propanol (Ph. Eur.), 1-Propan|0|1
|DO-10794|Sulfur Dil D4, Vincetoxicum Hirundinaria Dil. D6, |0|1
|DO-07082|Lidocaine Hydrochloride Monohydrate, Macrogol Laur|0|1
|DO-01156|Artemisia Absinthium|0|1
|DO-03332|Codeine Phosphate Bp|0|3
|DO-06251|Hydrocortisone Acetate, Anhydrous Fusidic Acid|0|1
|DO-02589|Cartilago Articularis Bovis Gl Dil. D11 (Hab, Vs. |0|1
|DO-09945|Rubella Virus Wistar Ra 27/3 Strain (Live, Attenua|0|4
|DO-03711|D-Camphor, Lavender Oil, Quarz Dil. D9 Oleos. (Hab|0|2
|DO-05504|Foscarbidopa, Foslevodopa|0|28
|DO-00541|Aluminium Oxydatum Trit. D 3, Collinsonia Canadens|0|1
|DO-05249|Fenugreek|0|1
|DO-09328|Potassium Hydrogen Carbonate, Potassium Citrate, P|0|1
|DO-11571|Valeriana Root Tincture|0|1
|DO-04682|Edoxaban|0|180
|DO-02138|Bupivacaine Hydrochloride, Fentanyl Citrate|0|1
|DO-08711|Paracetamol, Caffeine, Opium, Prepared|0|1
|DO-10954|Temazepam|0|18
|DO-07242|Lisinopril, Torasemide|0|5
|DO-03492|Cor Bovis Gl Dil. D7 (Hab, Vs. 41c), Hepar Bovis G|0|1
|DO-06411|Ibuprofen Lysine|0|116
|DO-02749|Cetrimide, Lidocaine|0|16
|DO-10105|Selegiline|0|2
|DO-03871|Dexamethasone Palmitate|0|1
|DO-05664|Gelsemium Sempervirens Trit D 6, Lathyrus Sativus |0|1
|DO-05409|Fluoroethylcholine (18f)|0|1
|DO-09488|Propinoxato|0|1
|DO-04842|Equisetum Arvense Ex Herba Ferm 35b Dil. D5 (Hab, |0|1
|DO-02298|Calcium Glucoheptonate, Calcium Gluconate For Inje|0|1
|DO-08871|Pepsin Powder|0|1
|DO-08022|Mirabegron|0|109
|DO-01313|Asparagus Officinalis|0|1
|DO-03652|Cyanocobalaminum D10, Cyanocobalaminum D200, Cyano|0|1
|DO-07405|Magnesium Chloratum D6, Colocynthis D 6, Cina D 6,|0|2
|DO-06571|Ipidacrine Hydrochloride|0|28
|DO-02909|Chlorhexidine Gluconate, Dexpanthenol|0|4
|DO-11580|Valerianae Radix Dry Extract, Dry Extract From Hop|0|1
|DO-10265|Simvastatin, Ezetimibe|0|182
|DO-04031|Digoxin Immune Fab (Ovine)|0|2
|DO-05824|Glycine, Acetylsalicylic Acid|0|2
|DO-10963|Tenofovir Disoproxil|0|114
|DO-09648|Quaternium-15|0|2
|DO-09031|Phloroglucinol, Trimethylphloroglucinol|0|1
|DO-00708|Ammonium Chloride|0|1
|DO-08182|Naphazoline Nitrate, Ephedrine Hydrochloride|0|1
|DO-01473|Avena Sativa L., Triticum Aestivum, Dactylis Glome|0|18
|DO-07565|Mannitol (Ph. Eur.)|0|2
|DO-00093|Acetohydroxamic Acid|0|1
|DO-11740|Verapamil Hydrochloride, Hydrochlorothiazide, Tria|0|1
|DO-04191|Distillate From Bitter Fennel Fruit, Bitter Orange|0|1
|DO-05984|Harpagophyton|0|1
|DO-11123|Thymi Extractum Fluidum|0|2
|DO-10506|Sodium Valproate Bp|0|1
|DO-06794|Lachesis Mutus D 10, Vipera Berus D10, Echinacea D|0|1
|DO-00868|Apis Mellifera Venom|0|6
|DO-08342|Nifedipine, Lidocaine Hydrochloride|0|6
|DO-01633|Benazepril Hydrochloride|0|9
|DO-07725|Meningococcal Group Y Oligosaccharide Conjugated T|0|4
|DO-00253|Aconitum Napellus C5, Bryonia C5, Drosera C5, Psyc|0|1
|DO-11900|Water For Injection - Bp|0|1
|DO-04961|Etanercept|0|21
|DO-11283|Tofersen|0|4
|DO-04394|Dry Extract From Iceland Moss (Der 30-40 : 1), Ext|0|3
|DO-01850|Betamethasone, Calcipotriol|0|131
|DO-10666|Sterculia|0|1
|DO-06954|Levocabastine Hydrochloride|0|24
|DO-01028|Arginine Hydrochloride|0|2
|DO-08502|Olmesartan Medoxomil|0|187
|DO-03204|Clematis Recta Dil. D2, Arsenicum Album Dil. D6, S|0|1
|DO-01793|Beremagene Geperpavec|0|4
|DO-06123|Holcus Lanatus Pollen Extract|0|1
|DO-07885|Methacholine Chloride|0|10
|DO-02461|Candida Albicans E Volumine Cellulae (Lyophil., St|0|1
|DO-09817|Rhamnus Frangula L. Cortex, Cassia Senna L. Folium|0|1
|DO-00413|Allantoin, Bigas Flavones Solitaria A Scutellaria |0|1
|DO-05121|Extract (1:4.3-5.3) Of Hawthorn Leaf And Flower An|0|1
|DO-09200|Poa Pratensis L.|0|37
|DO-11443|Troxerutin, Crataegi Folii Cum Flore Extractum Flu|0|1
|DO-04554|Dry Extract Of St. John&#039;s Wort (Der: 3-5:1), Corre|0|1
|DO-02010|Boric Acid, Peppermint Oil, Eucalyptus Oil|0|3
|DO-08583|Oxcarbazepine|0|68
|DO-10826|Susoctocog Alfa|0|4
|DO-07114|Lidofenin, Technetium (99mtc) Pertechnetate|0|1
|DO-01188|Artichoke Leaf Dry Extract (4-6:1): Extraction Age|0|8
|DO-03364|Coffea Tosta D20, Stramonium 12dh, Valeriana Offic|0|1
|DO-06283|Hydrocortisone Ph. Eur.|0|3
|DO-02621|Caulophyllum Thalictroides Dil. D3, Viburnum Pruni|0|1
|DO-09977|Saccharomyces Boulardii Lyophilised|0|3
|DO-03743|Dantrolene Sodium|0|16
|DO-05536|Freeze-Dried (Lyophilised), Standardised Bacterial|0|1
|DO-00573|Aluminium, Pneumococcal Polysaccharide Serotype 33|0|4
|DO-05281|Ferrum Metallicum Dil. D30, Ferrum Metallicum Dil.|0|1
|DO-09360|Pramiracetam|0|1
|DO-04714|Elotuzumab|0|4
|DO-02170|Cabazitaxel|0|173
|DO-08743|Paraffin, Light Liquid|0|11
|DO-07274|Lonoctocog Alfa|0|4
|DO-03524|Couch Grass Rhizome, Equisetum Stem, Taraxaci Herb|0|1
|DO-06443|Ifosfamide|0|43
|DO-02781|Chamomilla Recutita Cupro Culta, Radix Rh Dil. D2|0|1
|DO-10137|Senna Pods, Tinnevelly, Sennae Folium|0|2
|DO-03903|Dexamethasone, Tobramycin|0|57
|DO-05696|Gentiana Lutea, Ethanol. Decoctum Dil. D1|0|2
|DO-05441|Fluticasone Propionate|0|234
|DO-09520|Proxymetacaine Hydrochloride|0|12
|DO-02330|Calcium Lactate, Codeine Phosphate, Liquid Extract|0|1
|DO-08903|Pertuzumab|0|4
|DO-08054|Molsidomine|0|28
|DO-01345|Atorvastatin|0|493
|DO-07437|Magnesium Chloride Hexahydrate, Potassium Chloride|0|2
|DO-06603|Iron, Ion (Fe3+)|0|2
|DO-02941|Chlorophyllin Copper Complex Sodium|0|1
|DO-11612|Valine, Alanine, Arginine, Cysteine, Histidine, Is|0|6
